iter	Passed	Remaining
1671	15172	7513
1672	15181	7504
1673	15190	7495
1674	15197	7485
1675	15208	7477
1676	15217	7467
1677	15226	7459
1678	15235	7449
1679	15248	7442
1680	15257	7433
1681	15267	7425
1682	15276	7415
1683	15284	7406
1684	15293	7397
1685	15305	7389
1686	15313	7380
1687	15325	7372
1688	15334	7363
1689	15346	7355
1690	15355	7346
1691	15364	7337
1692	15375	7329
1693	15387	7321
1694	15397	7312
1695	15407	7304
1696	15419	7296
1697	15428	7287
1698	15440	7279
1699	15451	7271
1700	15461	7262
1701	15472	7254
1702	15482	7245
1703	15490	7235
1704	15501	7228
1705	15510	7218
1706	15519	7209
1707	15531	7201
1708	15538	7191
1709	15550	7184
1710	15559	7175
1711	15571	7167
1712	15583	7159
1713	15596	7152
1714	15605	7143
1715	15620	7136
1716	15632	7128
1717	15643	7120
1718	15653	7112
1719	15665	7103
1720	15675	7095
1721	15685	7086
1722	15696	7078
1723	15707	7070
1724	15716	7061
1725	15728	7053
1726	15736	7043
1727	15746	7034
1728	15755	7025
1729	15764	7016
1730	15774	7007
1731	15783	6998
1732	15794	6990
1733	15806	6982
1734	15816	6973
1735	15826	6965
1736	15836	6956
1737	15845	6947
1738	15856	6938
1739	15865	6929
1740	15876	6921
1741	15887	6913
1742	15895	6903
1743	15908	6896
1744	15920	6888
1745	15929	6879
1746	15941	6870
1747	15947	6860
1748	15958	6852
1749	15969	6844
1750	15978	6835
1751	15989	6826
1752	16000	6818
1753	16010	6809
1754	16022	6801
1755	16032	6792
1756	16042	6784
1757	16054	6776
1758	16064	6767
1759	16075	6759
1760	16086	6750
1761	16095	6741
1762	16105	6732
1763	16115	6724
1764	16125	6715
1765	16135	6706
1766	16145	6697
1767	16154	6688
1768	16164	6679
1769	16173	6670
1770	16183	6661
1771	16193	6652
1772	16203	6644
1773	16214	6635
1774	16222	6626
1775	16232	6617
1776	16243	6609
1777	16252	6599
1778	16262	6591
1779	16275	6583
1780	16291	6576
1781	16300	6567
1782	16311	6559
1783	16320	6550
1784	16331	6541
1785	16341	6533
1786	16350	6523
1787	16361	6515
1788	16370	6506
1789	16380	6497
1790	16392	6489
1791	16400	6479
1792	16411	6471
1793	16420	6462
1794	16430	6453
1795	16441	6444
1796	16449	6435
1797	16460	6426
1798	16470	6417
1799	16479	6408
1800	16492	6401
1801	16503	6392
1802	16512	6383
1803	16522	6374
1804	16532	6365
1805	16543	6357
1806	16610	6370
1807	16702	6392
1808	16723	6388
1809	16733	6379
1810	16742	6369
1811	16750	6360
1812	16758	6350
1813	16769	6341
1814	16780	6333
1815	16789	6323
1816	16798	6314
1817	16808	6305
1818	16820	6297
1819	16834	6289
1820	16850	6283
1821	16860	6274
1822	16872	6265
1823	16883	6257
1824	16892	6247
1825	16904	6239
1826	16917	6231
1827	16929	6223
1828	16940	6214
1829	16953	6207
1830	16966	6199
1831	16977	6190
1832	16988	6181
1833	16998	6172
1834	17009	6164
1835	17019	6155
1836	17030	6146
1837	17039	6137
1838	17048	6127
1839	17059	6119
1840	17069	6110
1841	17082	6102
1842	17092	6093
1843	17103	6084
1844	17115	6076
1845	17127	6068
1846	17137	6059
1847	17147	6049
1848	17160	6041
1849	17170	6032
1850	17181	6024
1851	17195	6016
1852	17207	6008
1853	17216	5998
1854	17230	5991
1855	17243	5983
1856	17256	5975
1857	17264	5965
1858	17276	5956
1859	17286	5947
1860	17295	5938
1861	17307	5930
1862	17315	5920
1863	17327	5912
1864	17341	5904
1865	17350	5895
1866	17362	5886
1867	17375	5878
1868	17387	5870
1869	17397	5861
1870	17409	5852
1871	17419	5843
1872	17426	5833
1873	17435	5824
1874	17445	5815
1875	17453	5805
1876	17461	5795
1877	17472	5786
1878	17485	5778
1879	17493	5769
1880	17502	5759
1881	17511	5750
1882	17520	5740
1883	17530	5731
1884	17540	5722
1885	17549	5713
1886	17557	5703
1887	17570	5695
1888	17598	5692
1889	17613	5684
1890	17622	5675
1891	17632	5666
1892	17644	5657
1893	17654	5648
1894	17664	5639
1895	17673	5630
1896	17682	5620
1897	17691	5611
1898	17699	5601
1899	17708	5592
1900	17716	5582
1901	17725	5572
1902	17732	5563
1903	17742	5553
1904	17750	5544
1905	17761	5535
1906	17768	5525
1907	17777	5515
1908	17785	5506
1909	17794	5496
1910	17801	5486
1911	17810	5477
1912	17818	5467
1913	17827	5458
1914	17840	5449
1915	17849	5440
1916	17858	5431
1917	17866	5421
1918	17875	5412
1919	17884	5402
1920	17892	5392
1921	17902	5383
1922	17910	5374
1923	17920	5364
1924	17927	5355
1925	17937	5345
1926	17945	5336
1927	17954	5326
1928	17962	5316
1929	17971	5307
1930	17981	5298
1931	17990	5289
1932	18000	5280
1933	18008	5270
1934	18018	5261
1935	18026	5251
1936	18037	5242
1937	18047	5233
1938	18054	5223
1939	18063	5214
1940	18072	5204
1941	18080	5195
1942	18088	5185
1943	18098	5176
1944	18106	5166
1945	18115	5157
1946	18122	5147
1947	18132	5138
1948	18139	5128
1949	18149	5118
1950	18156	5109
1951	18166	5100
1952	18175	5090
1953	18183	5080
1954	18191	5071
1955	18199	5061
1956	18209	5052
1957	18216	5042
1958	18225	5033
1959	18233	5023
1960	18242	5014
1961	18249	5004
1962	18259	4995
1963	18268	4985
1964	18278	4976
1965	18287	4967
1966	18297	4958
1967	18307	4948
1968	18315	4939
1969	18324	4929
1970	18332	4920
1971	18341	4910
1972	18348	4901
1973	18358	4891
1974	18367	4882
1975	18376	4873
1976	18384	4863
1977	18394	4854
1978	18402	4844
1979	18410	4835
1980	18417	4825
1981	18426	4815
1982	18432	4805
1983	18441	4796
1984	18448	4786
1985	18457	4776
1986	18465	4767
1987	18473	4757
1988	18481	4748
1989	18489	4738
1990	18498	4729
1991	18506	4719
1992	18513	4709
1993	18521	4700
1994	18529	4690
1995	18537	4680
1996	18545	4671
1997	18554	4661
1998	18561	4652
1999	18570	4642
2000	18577	4632
2001	18585	4623
2002	18592	4613
2003	18600	4603
2004	18608	4594
2005	18616	4584
2006	18624	4574
2007	18633	4565
2008	18641	4555
2009	18650	4546
2010	18657	4536
2011	18666	4527
2012	18675	4518
2013	18683	4508
2014	18691	4499
2015	18699	4489
2016	18707	4479
2017	18715	4470
2018	18723	4460
2019	18731	4451
2020	18738	4441
2021	18746	4431
2022	18752	4421
2023	18761	4412
2024	18769	4402
2025	18777	4393
2026	18784	4383
2027	18792	4373
2028	18800	4364
2029	18809	4354
2030	18816	4345
2031	18823	4335
2032	18831	4325
2033	18839	4316
2034	18847	4306
2035	18855	4297
2036	18863	4287
2037	18871	4277
2038	18878	4268
2039	18885	4258
2040	18893	4249
2041	18901	4239
2042	18908	4229
2043	18916	4220
2044	18925	4210
2045	18933	4201
2046	18942	4191
2047	18950	4182
2048	18959	4173
2049	18966	4163
2050	18975	4154
2051	18983	4144
2052	18992	4135
2053	19001	4125
2054	19009	4116
2055	19017	4106
2056	19025	4097
2057	19032	4087
2058	19042	4078
2059	19050	4069
2060	19057	4059
2061	19065	4049
2062	19073	4040
2063	19079	4030
2064	19087	4020
2065	19094	4011
2066	19103	4001
2067	19111	3992
2068	19118	3982
2069	19126	3973
2070	19135	3963
2071	19142	3954
2072	19150	3944
2073	19158	3935
2074	19167	3925
2075	19174	3916
2076	19187	3907
2077	19194	3897
2078	19202	3888
2079	19210	3879
2080	19218	3869
2081	19225	3859
2082	19233	3850
2083	19241	3840
2084	19249	3831
2085	19256	3821
2086	19265	3812
2087	19272	3802
2088	19280	3793
2089	19288	3783
2090	19296	3774
2091	19303	3764
2092	19312	3755
2093	19320	3745
2094	19327	3736
2095	19333	3726
2096	19342	3717
2097	19349	3707
2098	19357	3698
2099	19365	3688
2100	19374	3679
2101	19382	3669
2102	19390	3660
2103	19398	3651
2104	19406	3641
2105	19414	3632
2106	19421	3622
2107	19429	3613
2108	19437	3603
2109	19446	3594
2110	19453	3584
2111	19462	3575
2112	19470	3566
2113	19477	3556
2114	19485	3546
2115	19493	3537
2116	19500	3527
2117	19509	3518
2118	19517	3509
2119	19525	3499
2120	19532	3490
2121	19540	3480
2122	19548	3471
2123	19557	3462
2124	19565	3452
2125	19574	3443
2126	19581	3433
2127	19590	3424
2128	19598	3415
2129	19608	3406
2130	19616	3396
2131	19625	3387
2132	19633	3378
2133	19642	3368
2134	19650	3359
2135	19657	3349
2136	19667	3340
2137	19674	3331
2138	19683	3321
2139	19691	3312
2140	19699	3303
2141	19707	3293
2142	19715	3284
2143	19723	3274
2144	19732	3265
2145	19743	3256
2146	19759	3248
2147	19772	3240
2148	19785	3231
2149	19802	3223
2150	19817	3215
2151	19828	3206
2152	19840	3197
2153	19853	3189
2154	19864	3180
2155	19876	3171
2156	19888	3162
2157	19901	3154
2158	19912	3145
2159	19921	3135
2160	19930	3126
2161	19940	3117
2162	19951	3108
2163	19961	3099
2164	19969	3089
2165	19978	3080
2166	19985	3071
2167	19996	3062
2168	20003	3052
2169	20012	3043
2170	20020	3033
2171	20029	3024
2172	20036	3015
2173	20046	3006
2174	20055	2996
2175	20065	2987
2176	20075	2978
2177	20083	2969
2178	20090	2959
2179	20097	2950
2180	20106	2940
2181	20114	2931
2182	20122	2922
2183	20130	2912
2184	20138	2903
2185	20146	2893
2186	20155	2884
2187	20163	2875
2188	20171	2865
2189	20178	2856
2190	20185	2846
2191	20194	2837
2192	20202	2828
2193	20209	2818
2194	20218	2809
2195	20225	2799
2196	20233	2790
2197	20242	2781
2198	20250	2771
2199	20258	2762
2200	20266	2753
2201	20273	2743
2202	20280	2734
2203	20289	2724
2204	20296	2715
2205	20305	2706
2206	20312	2696
2207	20320	2687
2208	20328	2677
2209	20337	2668
2210	20345	2659
2211	20355	2650
2212	20363	2640
2213	20371	2631
2214	20378	2622
2215	20387	2612
2216	20394	2603
2217	20403	2594
2218	20410	2584
2219	20419	2575
2220	20426	2565
2221	20435	2556
2222	20443	2547
2223	20452	2538
2224	20459	2528
2225	20467	2519
2226	20479	2510
2227	20487	2501
2228	20497	2492
2229	20504	2482
2230	20513	2473
2231	20520	2463
2232	20529	2454
2233	20536	2445
2234	20544	2435
2235	20552	2426
2236	20561	2417
2237	20569	2408
2238	20578	2398
2239	20585	2389
2240	20594	2380
2241	20602	2370
2242	20611	2361
2243	20620	2352
2244	20627	2343
2245	20635	2333
2246	20643	2324
2247	20651	2315
2248	20659	2305
2249	20667	2296
2250	20676	2287
2251	20683	2277
2252	20691	2268
2253	20699	2259
2254	20707	2249
2255	20715	2240
2256	20723	2231
2257	20731	2221
2258	20740	2212
2259	20747	2203
2260	20756	2194
2261	20762	2184
2262	20771	2175
2263	20778	2165
2264	20787	2156
2265	20794	2147
2266	20803	2138
2267	20811	2128
2268	20821	2119
2269	20828	2110
2270	20836	2101
2271	20843	2091
2272	20852	2082
2273	20860	2073
2274	20870	2064
2275	20877	2054
2276	20885	2045
2277	20892	2036
2278	20901	2026
2279	20909	2017
2280	20919	2008
2281	20926	1999
2282	20936	1989
2283	20944	1980
2284	20954	1971
2285	20963	1962
2286	20971	1953
2287	20979	1943
2288	20988	1934
2289	20997	1925
2290	21004	1916
2291	21013	1907
2292	21021	1897
2293	21031	1888
2294	21038	1879
2295	21047	1870
2296	21055	1860
2297	21063	1851
2298	21071	1842
2299	21079	1832
2300	21087	1823
2301	21098	1814
2302	21106	1805
2303	21115	1796
2304	21122	1786
2305	21131	1777
2306	21138	1768
2307	21146	1759
2308	21154	1749
2309	21164	1740
2310	21172	1731
2311	21180	1722
2312	21187	1712
2313	21195	1703
2314	21203	1694
2315	21211	1685
2316	21219	1675
2317	21229	1666
2318	21236	1657
2319	21246	1648
2320	21253	1639
2321	21262	1629
2322	21270	1620
2323	21279	1611
2324	21285	1602
2325	21294	1592
2326	21302	1583
2327	21311	1574
2328	21319	1565
2329	21327	1556
2330	21336	1546
2331	21343	1537
2332	21350	1528
2333	21358	1519
2334	21366	1509
2335	21374	1500
2336	21382	1491
2337	21390	1482
2338	21398	1472
2339	21408	1463
2340	21416	1454
2341	21425	1445
2342	21433	1436
2343	21440	1426
2344	21449	1417
2345	21457	1408
2346	21465	1399
2347	21474	1390
2348	21483	1381
2349	21491	1371
2350	21498	1362
2351	21505	1353
2352	21515	1344
2353	21523	1334
2354	21531	1325
2355	21539	1316
2356	21546	1307
2357	21553	1297
2358	21562	1288
2359	21570	1279
2360	21578	1270
2361	21586	1261
2362	21593	1251
2363	21602	1242
2364	21609	1233
2365	21617	1224
2366	21625	1215
2367	21634	1205
2368	21643	1196
2369	21652	1187
2370	21660	1178
2371	21668	1169
2372	21675	1160
2373	21683	1150
2374	21690	1141
2375	21698	1132
2376	21706	1123
2377	21714	1114
2378	21722	1104
2379	21732	1095
2380	21739	1086
2381	21747	1077
2382	21755	1068
2383	21762	1058
2384	21769	1049
2385	21778	1040
2386	21785	1031
2387	21793	1022
2388	21800	1012
2389	21808	1003
2390	21815	994
2391	21824	985
2392	21832	976
2393	21841	967
2394	21849	957
2395	21858	948
2396	21865	939
2397	21873	930
2398	21881	921
2399	21888	912
2400	21896	902
2401	21908	893
2402	21916	884
2403	21924	875
2404	21932	866
2405	21940	857
2406	21948	848
2407	21957	838
2408	21964	829
2409	21973	820
2410	21980	811
2411	21988	802
2412	21995	793
2413	22003	783
2414	22010	774
2415	22021	765
2416	22029	756
2417	22037	747
2418	22046	738
2419	22055	729
2420	22066	720
2421	22074	710
2422	22082	701
2423	22091	692
2424	22099	683
2425	22105	674
2426	22113	665
2427	22120	655
2428	22128	646
2429	22135	637
2430	22142	628
2431	22150	619
2432	22158	610
2433	22167	601
2434	22174	591
2435	22182	582
2436	22189	573
2437	22197	564
2438	22204	555
2439	22212	546
2440	22220	537
2441	22229	527
2442	22237	518
2443	22246	509
2444	22255	500
2445	22265	491
2446	22273	482
2447	22282	473
2448	22289	464
2449	22297	455
2450	22305	445
2451	22313	436
2452	22321	427
2453	22330	418
2454	22338	409
2455	22346	400
2456	22354	391
2457	22362	382
2458	22369	372
2459	22377	363
2460	22385	354
2461	22394	345
2462	22402	336
2463	22410	327
2464	22417	318
2465	22425	309
2466	22433	300
2467	22441	290
2468	22448	281
2469	22457	272
2470	22464	263
2471	22473	254
2472	22481	245
2473	22489	236
2474	22496	227
2475	22503	218
2476	22510	209
2477	22517	199
2478	22525	190
2479	22534	181
2480	22542	172
2481	22548	163
2482	22557	154
2483	22565	145
2484	22573	136
2485	22580	127
2486	22587	118
2487	22594	108
2488	22602	99
2489	22610	90
2490	22619	81
2491	22626	72
2492	22634	63
2493	22641	54
2494	22649	45
2495	22656	36
2496	22665	27
2497	22671	18
2498	22681	9
2499	22688	0
