iter	RMSE
424	0.6366342135
425	0.6349922564
426	0.6344240041
427	0.63359044
428	0.6324407422
429	0.6314046172
430	0.63101467
431	0.6299871027
432	0.6291717141
433	0.6280238181
434	0.6268291786
435	0.6262481385
436	0.6252296908
437	0.6236077538
438	0.6223028372
439	0.6215406546
440	0.6210485281
441	0.6203220214
442	0.6189459596
443	0.6180268661
444	0.6169027429
445	0.616314815
446	0.616092222
447	0.6150345644
448	0.6134653844
449	0.6129927721
450	0.6116697056
451	0.6104716085
452	0.6096457527
453	0.6092062462
454	0.6078971579
455	0.6069862697
456	0.6061248967
457	0.6050528958
458	0.6047347423
459	0.6036335772
460	0.6021854302
461	0.6004456485
462	0.599349803
463	0.5988310801
464	0.5974943301
465	0.5962112285
466	0.594702707
467	0.593471859
468	0.5927967081
469	0.5922907359
470	0.5914332344
471	0.5908371225
472	0.5900088089
473	0.5893261091
474	0.5885767628
475	0.5877862926
476	0.5877403329
477	0.5867443944
478	0.5859833245
479	0.5846974109
480	0.5835150639
481	0.5825935278
482	0.5815843387
483	0.5815062165
484	0.5806340725
485	0.5805949731
486	0.5805556398
487	0.5793679449
488	0.578536567
489	0.5772435394
490	0.5760214553
491	0.5754647992
492	0.57454585
493	0.5735035353
494	0.5729715882
495	0.5720142793
496	0.571173534
497	0.5698628398
498	0.5687881075
499	0.5676836682
500	0.5665237558
501	0.5656572677
502	0.5648397745
503	0.5636187728
504	0.5633513304
505	0.5629256796
506	0.5622450876
507	0.5615863942
508	0.560650767
509	0.5597952197
510	0.5588107831
511	0.5587676052
512	0.5587297167
513	0.5577671632
514	0.5567371304
515	0.5559733999
516	0.5555311795
517	0.5551967191
518	0.5546321267
519	0.5536485091
520	0.5535855913
521	0.552655956
522	0.5513901911
523	0.5505744453
524	0.5500155655
525	0.5492981273
526	0.5484181781
527	0.54776107
528	0.5475125891
529	0.5467313615
530	0.5461701945
531	0.5456319494
532	0.5454149187
533	0.544890812
534	0.544027985
535	0.5436673045
536	0.5421274009
537	0.5416344353
538	0.5408368182
539	0.5402311739
540	0.5395132332
541	0.5389613574
542	0.5381707873
543	0.5377348445
544	0.5371547603
545	0.536704237
546	0.5364163522
547	0.536364406
548	0.5356766415
549	0.5350136997
550	0.5338531341
551	0.5338160281
552	0.5333085376
553	0.5325765735
554	0.5318458549
555	0.5318110264
556	0.5317731553
557	0.5317427757
558	0.5310763601
559	0.5306337274
560	0.5295818649
561	0.5293015437
562	0.5284231803
563	0.5283947244
564	0.527603507
565	0.5268311656
566	0.5267888206
567	0.5259262452
568	0.5256511864
569	0.5256213677
570	0.5252037281
571	0.52475641
572	0.5242704777
573	0.5235347381
574	0.5235081366
575	0.5228297227
576	0.521571212
577	0.5203086961
578	0.5196582697
579	0.5192633907
580	0.5188610139
581	0.5174898458
582	0.5168425093
583	0.5165302902
584	0.5162394223
585	0.5157095703
586	0.5146829794
587	0.5137572287
588	0.5131505426
589	0.5127049677
590	0.5119309613
591	0.51153968
592	0.5104567841
593	0.510020634
594	0.5089373337
595	0.508221483
596	0.5075503876
597	0.5065011982
598	0.5061044386
599	0.5055427293
600	0.504865174
601	0.5045054076
602	0.5039662031
603	0.5034948731
604	0.5028974046
605	0.5022106554
606	0.5014617508
607	0.5009887348
608	0.50040969
609	0.4997581624
610	0.4988075706
611	0.4984397494
612	0.497711025
613	0.4969419995
614	0.4962528463
615	0.4958283044
616	0.4950145512
617	0.4944006658
618	0.4939879044
619	0.4932302391
620	0.4928053331
621	0.4922761905
622	0.491486242
623	0.4907773214
624	0.4902878564
625	0.4896345117
626	0.4892314664
627	0.4886481456
628	0.4879993352
629	0.4875850192
630	0.4872437724
631	0.4866107524
632	0.4862880312
633	0.4856649996
634	0.4853037449
635	0.4849517972
636	0.4836090689
637	0.4829175126
638	0.4823848043
639	0.4819306607
640	0.4815206187
641	0.4809821923
642	0.4804003029
643	0.4798985529
644	0.479449498
645	0.4790621621
646	0.4784240797
647	0.477871739
648	0.4770904915
649	0.4765028179
650	0.4755598166
651	0.4749080104
652	0.4746548229
653	0.4742207869
654	0.4735042716
655	0.4722926183
656	0.471803164
657	0.470959615
658	0.470435751
659	0.469644585
660	0.4690450602
661	0.4681105983
662	0.4676190516
663	0.4669739702
664	0.4665914357
665	0.4659665458
666	0.4653457271
667	0.4647935066
668	0.4643694838
669	0.4637866076
670	0.4631311896
671	0.4626067874
672	0.4623207807
673	0.4616100024
674	0.461233121
675	0.4606609527
676	0.460098059
677	0.4596437409
678	0.4591528622
679	0.4588745871
680	0.4583084098
681	0.4572362069
682	0.4568083586
683	0.4563912612
684	0.4558293376
685	0.4549942073
686	0.4546441406
687	0.454239546
688	0.4540445491
689	0.4533862948
690	0.4526359442
691	0.4522769048
692	0.451426336
693	0.4508755914
694	0.4503093242
695	0.4495563443
696	0.4490915158
697	0.4485610692
698	0.4482243564
699	0.4477416453
700	0.4475218775
701	0.4473005177
702	0.4468414792
703	0.4461344127
704	0.4458376257
705	0.4458134292
706	0.4449877162
707	0.444642469
708	0.444618425
709	0.444192066
710	0.4438232683
711	0.4437446939
712	0.4432549253
713	0.4426221213
714	0.4421597777
715	0.4417177538
716	0.4416954972
717	0.4411886068
718	0.4407936379
719	0.4404483532
720	0.4404274828
721	0.4401242128
722	0.439711761
723	0.439305607
724	0.4389714245
725	0.4385569164
726	0.4380988787
727	0.4373637349
728	0.4371703297
729	0.4367818781
730	0.4362170564
731	0.4353058749
732	0.4347290036
733	0.4342634943
734	0.433640428
735	0.4328335019
736	0.432421222
737	0.4318637291
738	0.4315341184
739	0.431144279
740	0.4308481555
741	0.4306718083
742	0.4302040988
743	0.4297540828
744	0.4292224593
745	0.4287871153
746	0.428493266
747	0.4278521201
748	0.4272714572
749	0.4269824612
750	0.4264541988
751	0.4254041902
752	0.4249451577
753	0.4246363449
754	0.4241044261
755	0.4237180899
756	0.4232903716
757	0.4229136235
758	0.4225468337
759	0.4222123142
760	0.4217320387
761	0.4209750567
762	0.4207510192
763	0.4204485507
764	0.4202020788
765	0.4199183073
766	0.4192120434
767	0.4186846345
768	0.418156168
769	0.417430184
770	0.4171914068
771	0.4169677232
772	0.4166272408
773	0.4162418002
774	0.4159632769
775	0.4156111751
776	0.4153401194
777	0.4150041944
778	0.4142682755
779	0.413838846
780	0.4133687186
781	0.4128351377
782	0.4125573191
783	0.412364646
784	0.4121257589
785	0.4117192554
786	0.4114992604
787	0.4111779067
788	0.4110485949
789	0.410792873
790	0.4106874441
791	0.4104332334
792	0.410164593
793	0.4098358276
794	0.4093494461
795	0.4090177529
796	0.4084063245
797	0.4078432749
798	0.4075855626
799	0.4072810716
800	0.4070321092
801	0.4067233133
802	0.4064159959
803	0.4059543919
804	0.4055143849
805	0.4051119769
806	0.4046898864
807	0.404258018
808	0.4040090195
809	0.4037029619
810	0.4034400915
811	0.4032325977
812	0.4028916012
813	0.4025689294
814	0.402092663
815	0.4014091124
816	0.401057754
817	0.4007252669
818	0.4002794197
819	0.3999276166
820	0.3993620686
821	0.3989741817
822	0.3986630343
823	0.3983287519
824	0.3979640011
825	0.3974277253
826	0.397183958
827	0.3967488176
828	0.3963400777
829	0.3961584054
830	0.3957415786
831	0.3952392804
832	0.3950119796
833	0.3945988106
834	0.3943779367
835	0.3940943077
836	0.39350131
837	0.3932445369
838	0.3930266789
839	0.3927113754
840	0.3924593521
841	0.3922479841
842	0.3918865426
843	0.3915333664
844	0.3912139017
845	0.3909624272
846	0.3905677981
847	0.3901679454
848	0.3899148081
849	0.3895515488
850	0.3894133341
851	0.389279512
852	0.3889411987
853	0.3886036268
854	0.3882132872
855	0.3877925264
856	0.3874517807
857	0.3873695087
858	0.3871145209
859	0.386719108
860	0.3864670242
861	0.3864025678
862	0.3861203697
863	0.3858780694
864	0.3853549175
865	0.3851632475
866	0.3847802475
867	0.3843714362
868	0.3838621633
869	0.383395335
870	0.3830210689
871	0.3824771093
872	0.3821283053
873	0.3817454958
874	0.3815046156
875	0.381062661
876	0.3807199355
877	0.3803633821
878	0.3801139605
879	0.3797119994
880	0.3792314323
881	0.3786852406
882	0.3781548685
883	0.3774045811
884	0.3770756361
885	0.3768457978
886	0.3764151612
887	0.3761212596
888	0.3758568304
889	0.3753342811
890	0.3748234807
891	0.3743768362
892	0.3739084331
893	0.373716379
894	0.3733241204
895	0.3728633573
896	0.3726384024
897	0.3723486358
898	0.3720105023
899	0.3717310388
900	0.3717175822
901	0.3713898775
902	0.3712304844
903	0.3709127723
904	0.3707825579
905	0.3706080959
906	0.3703039246
907	0.3700880918
908	0.3698396302
909	0.3694868246
910	0.3690569855
911	0.368733524
912	0.3682790637
913	0.3681343541
914	0.3675536583
915	0.3673816117
916	0.3669460059
917	0.3666251272
918	0.366330922
919	0.3660620058
920	0.3656073959
921	0.3652949412
922	0.3651442013
923	0.3649335804
924	0.364421654
925	0.3641294688
926	0.3637954579
927	0.3633847724
928	0.3631875489
929	0.3631743581
930	0.3629228125
931	0.3626624873
932	0.3622038943
933	0.3619764776
934	0.3616390089
935	0.3613516891
936	0.3608627613
937	0.3606252385
938	0.3603333998
939	0.3599367192
940	0.3596208894
941	0.3593387687
942	0.3587873776
943	0.358771891
944	0.3584939936
945	0.3582693767
946	0.3579704849
947	0.3579591843
948	0.357613051
949	0.3574354323
950	0.3573056023
951	0.3570063918
952	0.3567547818
953	0.3564314695
954	0.3560384722
955	0.3555928386
956	0.3554470707
957	0.355117267
958	0.3547107655
959	0.3545397564
960	0.3542394335
961	0.3538335481
962	0.3537643977
963	0.3534566299
964	0.3532323417
965	0.3530739768
966	0.3528114232
967	0.352648868
968	0.3522020957
969	0.3518861364
970	0.351644599
971	0.3513112504
972	0.3510878492
973	0.3507241214
974	0.3505351901
975	0.3503907416
976	0.3501493201
977	0.3499925525
978	0.3497297071
979	0.3496535355
980	0.3494104209
981	0.3491680239
982	0.3488074827
983	0.3486184046
984	0.3482427985
985	0.3479441282
986	0.3475250809
987	0.3471759853
988	0.3469783831
989	0.3466912752
990	0.3465612929
991	0.346258116
992	0.3460973158
993	0.3459221529
994	0.3457025494
995	0.3456918783
996	0.3456299547
997	0.3453771271
998	0.3449094813
999	0.344656596
